source,major_category,subcategory,interface,interface_name,enabled,total_count,pending_count,partial_count,error_count,supports_backfill,backfill_mode,input_params,input_param_details,analysis_date_params,analysis_basis,analysis_doc_id,analysis_doc_url,runtime_supports_backfill,runtime_backfill_mode,runtime_backfill_logic,latest_problem_date,latest_problem_status,latest_error,failure_reason,slow_reason,backfill_logic,iface_type
tushare,期货数据,期货合约涨跌停价格,ft_limit,期货合约涨跌停价格,1,322,0,0,0,True,range,"ts_code, trade_date, start_date, end_date, cont, exchange",ts_code(合约代码)；trade_date(交易日期（格式：YYYYMMDD）)；start_date(开始日期)；end_date(结束日期)；cont(合约代码（例如：cont='CU'))；exchange(交易所代码 （例如：exchange='DCE')),"trade_date, start_date, end_date",tushare_docs,368,https://tushare.pro/document/2?doc_id=368,True,code,官网输入参数不含日期字段；参数=ts_code；按代码维度回补/同步,2026-04-26,success,Skipped historical backfill for non-historical interface,Skipped historical backfill for non-historical interface,按区间回补；单次任务扫描窗口较长，吞吐受窗口跨度和配额影响,"官网输入参数含 start_date/end_date；参数=ts_code, trade_date, start_date, end_date, cont, exchange；按区间回补",TushareCatalogInterface
tushare,期货数据,历史分钟,ft_mins,期货历史分钟,0,1,0,0,0,True,range,"ts_code, freq, start_date, end_date",ts_code(股票代码，e.g.CU2310.SHF)；freq(分钟频度（1min/5min/15min/30min/60min）)；start_date(开始日期 格式：2023-08-25 09:00:00)；end_date(结束时间 格式：2023-08-25 19:00:00),"start_date, end_date",tushare_docs,313,https://tushare.pro/document/2?doc_id=313,True,range,"官网输入参数含 start_date/end_date；参数=ts_code, freq, start_date, end_date；按区间回补",2026-04-22,success,Skipped scheduled sync for runtime-unsupported interface,Skipped scheduled sync for runtime-unsupported interface,按区间回补；单次任务扫描窗口较长，吞吐受窗口跨度和配额影响,"官网输入参数含 start_date/end_date；参数=ts_code, freq, start_date, end_date；按区间回补",TushareCatalogInterface
tushare,ETF专题,ETF数据,fund_adj,ETF复权因子,1,320,0,0,0,True,range,"ts_code, trade_date, start_date, end_date, offset, limit",ts_code(TS基金代码（支持多只基金输入）)；trade_date(交易日期（格式：yyyymmdd，下同）)；start_date(开始日期)；end_date(结束日期)；offset(开始行数)；limit(最大行数),"trade_date, start_date, end_date",tushare_docs,199,https://tushare.pro/document/2?doc_id=199,True,range,"官网输入参数含 start_date/end_date；参数=ts_code, trade_date, start_date, end_date, offset, limit；按区间回补",2026-04-30,success,,,按区间回补；单次任务扫描窗口较长，吞吐受窗口跨度和配额影响,"官网输入参数含 start_date/end_date；参数=ts_code, trade_date, start_date, end_date, offset, limit；按区间回补",TushareCatalogInterface
tushare,公募基金,基金基础,fund_basic,公募基金列表,1,322,0,0,0,True,code,"ts_code, market, status",ts_code(基金代码)；market(交易市场: E场内 O场外（默认E）)；status(存续状态 D摘牌 I发行 L上市中),,tushare_docs,19,https://tushare.pro/document/2?doc_id=19,True,code,"官网输入参数不含日期字段；参数=ts_code, market, status；按代码维度回补/同步",2026-04-26,success,Skipped historical backfill for non-historical interface,Skipped historical backfill for non-historical interface,按代码逐个回补/同步；吞吐受标的数量和接口配额影响,"官网输入参数不要求日期字段；参数=ts_code, market, status；按代码维度回补/同步",TushareCatalogInterface
tushare,公募基金,基金基础,fund_company,公募基金公司,1,322,0,0,0,True,other,,,,tushare_docs,118,https://tushare.pro/document/2?doc_id=118,True,code,官网输入参数不含日期字段；参数=ts_code；按代码维度回补/同步,2026-04-26,success,Skipped historical backfill for non-historical interface,Skipped historical backfill for non-historical interface,接口不提供标准代码/日期回补轴；通常需要额外条件或一次性同步策略,官网输入参数不提供代码或日期回补轴；参数=未解析到参数；归类为其他回补方式,TushareCatalogInterface
tushare,ETF专题,ETF数据,fund_daily,场内基金日线行情,1,320,0,0,0,True,range,"ts_code, trade_date, start_date, end_date",ts_code(基金代码)；trade_date(交易日期(YYYYMMDD格式，下同))；start_date(开始日期)；end_date(结束日期),"trade_date, start_date, end_date",tushare_docs,127,https://tushare.pro/document/2?doc_id=127,True,range,"官网输入参数含 start_date/end_date；参数=ts_code, trade_date, start_date, end_date；按区间回补",2026-04-30,success,,,按区间回补；单次任务扫描窗口较长，吞吐受窗口跨度和配额影响,"官网输入参数含 start_date/end_date；参数=ts_code, trade_date, start_date, end_date；按区间回补",TushareCatalogInterface
tushare,公募基金,基金分红,fund_div,公募基金分红,1,322,0,1,0,True,date,"ann_date, ex_date, pay_date, ts_code",ann_date(公告日（以下参数四选一）)；ex_date(除息日)；pay_date(派息日)；ts_code(基金代码),"ann_date, ex_date, pay_date",tushare_docs,120,https://tushare.pro/document/2?doc_id=120,True,range,"官网输入参数含 start_date/end_date；参数=ts_code, ann_date, start_date, end_date；按区间回补",2026-03-27,partial,"Failed entities: 025326.OF, 025327.OF, 025392.OF, 025393.OF, 025411.OF","Failed entities: 025326.OF, 025327.OF, 025392.OF, 025393.OF, 025411.OF",按日期逐次回补；吞吐受日期跨度和接口配额影响,"官网输入参数含日期字段 ann_date, ex_date, pay_date；参数=ann_date, ex_date, pay_date, ts_code；按单日期回补",TushareFundDivInterface
tushare,公募基金,基金技术面因子(专业版),fund_factor_pro,基金技术面因子(专业版),1,322,0,0,0,True,range,"ts_code, start_date, end_date, trade_date",ts_code(基金代码)；start_date(开始日期)；end_date(结束日期)；trade_date(交易日期),"start_date, end_date, trade_date",tushare_docs,359,https://tushare.pro/document/2?doc_id=359,True,date,官网输入参数含日期字段 trade_date；参数=trade_date；按单日期回补,2026-04-26,success,Skipped historical backfill for non-historical interface,Skipped historical backfill for non-historical interface,按区间回补；单次任务扫描窗口较长，吞吐受窗口跨度和配额影响,"官网输入参数含 start_date/end_date；参数=ts_code, start_date, end_date, trade_date；按区间回补",TushareCatalogInterface
tushare,公募基金,基金经理,fund_manager,基金经理,1,322,0,0,0,True,date,"ts_code, ann_date, name, offset, limit",ts_code(基金代码，支持多只基金，逗号分隔)；ann_date(公告日期，格式：YYYYMMDD)；name(基金经理姓名)；offset(开始行数)；limit(每页行数),ann_date,tushare_docs,208,https://tushare.pro/document/2?doc_id=208,True,code,官网输入参数不含日期字段；参数=ts_code；按代码维度回补/同步,2026-04-26,success,Skipped historical backfill for non-historical interface,Skipped historical backfill for non-historical interface,按日期逐次回补；吞吐受日期跨度和接口配额影响,"官网输入参数含日期字段 ann_date；参数=ts_code, ann_date, name, offset, limit；按单日期回补",TushareCatalogInterface
tushare,公募基金,基金净值,fund_nav,公募基金净值,1,322,107,5,0,True,range,"ts_code, nav_date, market, start_date, end_date",ts_code(TS基金代码 （二选一）)；nav_date(净值日期 （二选一）)；market(E场内 O场外)；start_date(净值开始日期)；end_date(净值结束日期),"nav_date, start_date, end_date",tushare_docs,119,https://tushare.pro/document/2?doc_id=119,True,range,"官网输入参数含 start_date/end_date；参数=ts_code, nav_date, start_date, end_date；按区间回补",2026-03-18,pending,抱歉，您访问接口(fund_nav)频率超限(500次/分钟)，具体频次详情：https://tushare.pro/document/1?doc_id=108。,抱歉，您访问接口(fund_nav)频率超限(500次/分钟)，具体频次详情：https://tushare.pro/document/1?doc_id=108。,按区间回补；单次任务扫描窗口较长，吞吐受窗口跨度和配额影响,"官网输入参数含 start_date/end_date；参数=ts_code, nav_date, market, start_date, end_date；按区间回补",TushareFundNavInterface
tushare,公募基金,基金持仓,fund_portfolio,公募基金持仓数据,1,322,0,1,0,True,range,"ts_code, symbol, ann_date, period, start_date, end_date","ts_code(基金代码 (ts_code,ann_date,period至少输入一个参数))；symbol(股票代码)；ann_date(公告日期（YYYYMMDD格式）)；period(季度（每个季度最后一天的日期，比如20131231表示2013年年报）)；start_date(报告期开始日期（YYYYMMDD格式）)；end_date(报告期结束日期（YYYYMMDD格式）)","ann_date, start_date, end_date",tushare_docs,121,https://tushare.pro/document/2?doc_id=121,True,range,"官网输入参数含 start_date/end_date；参数=ts_code, symbol, ann_date, period, start_date, end_date；按区间回补",2026-03-31,partial,"Failed entities: 018917.OF, 018918.OF, 018919.OF","Failed entities: 018917.OF, 018918.OF, 018919.OF",按区间回补；单次任务扫描窗口较长，吞吐受窗口跨度和配额影响,"官网输入参数含 start_date/end_date；参数=ts_code, symbol, ann_date, period, start_date, end_date；按区间回补",TushareFundPortfolioInterface
tushare,财富管理,基金销售行业数据,fund_sales_ratio,各渠道公募基金销售保有规模占比,1,322,0,0,0,True,other,年份,年份(年度),,tushare_docs,265,https://tushare.pro/document/2?doc_id=265,True,code,官网输入参数不含日期字段；参数=年份；按代码维度回补/同步,2026-04-26,success,Skipped historical backfill for non-historical interface,Skipped historical backfill for non-historical interface,接口不提供标准代码/日期回补轴；通常需要额外条件或一次性同步策略,官网输入参数不提供代码或日期回补轴；参数=年份；归类为其他回补方式,TushareCatalogInterface
tushare,财富管理,基金销售行业数据,fund_sales_vol,销售机构公募基金销售保有规模,1,322,0,0,3,True,other,"year, quarter, name",year(年度)；quarter(季度)；name(机构名称),,tushare_docs,266,https://tushare.pro/document/2?doc_id=266,True,code,官网输入参数不含日期字段；参数=ts_code；按代码维度回补/同步,2025-07-10,error,"(pymysql.err.IntegrityError) (1062, ""Duplicate entry 'Q1' for key 'fund_sales_vol.ux_fund_sales_vol_quarter'"")
[SQL: ALTER TABLE `fund_sales_vol` ADD UNIQUE KEY `ux_fund_sales_vol_quarter` (`quarter`)]
(Background on this error at: https://sqlalche.me/e/20/gkpj)","(pymysql.err.IntegrityError) (1062, ""Duplicate entry 'Q1' for key 'fund_sales_vol.ux_fund_sales_vol_quarter'"")
[SQL: ALTER TABLE `fund_sales_vol` ADD UNIQUE KEY `ux_fund_sales_vol_quarter` (`quarter`)]
(Background on this error at: https://sqlalche.me/e/20/gkpj)",接口不提供标准代码/日期回补轴；通常需要额外条件或一次性同步策略,"官网输入参数不提供代码或日期回补轴；参数=year, quarter, name；归类为其他回补方式",TushareCatalogInterface
tushare,ETF专题,ETF数据,fund_share,ETF基金规模,1,322,0,0,0,True,range,"ts_code, trade_date, start_date, end_date, market",ts_code(TS基金代码)；trade_date(交易日期)；start_date(开始日期)；end_date(结束日期)；market(市场代码（SH上交所 ，SZ深交所）),"trade_date, start_date, end_date",tushare_docs,207,https://tushare.pro/document/2?doc_id=207,True,range,"官网输入参数含 start_date/end_date；参数=ts_code, trade_date, start_date, end_date, market；按区间回补",2026-04-26,success,Skipped historical backfill for non-historical interface,Skipped historical backfill for non-historical interface,按区间回补；单次任务扫描窗口较长，吞吐受窗口跨度和配额影响,"官网输入参数含 start_date/end_date；参数=ts_code, trade_date, start_date, end_date, market；按区间回补",TushareCatalogInterface
tushare,期货数据,合约数据,fut_basic,期货合约列表,1,322,0,0,0,True,date,"exchange, fut_type, fut_code, list_date",exchange(交易所代码 CFFEX-中金所 DCE-大商所 CZCE-郑商所 SHFE-上期所 INE-上海国际能源交易中心 GFEX-广州期货交易所)；fut_type(合约类型 (1 普通合约 2主力与连续合约 默认取全部))；fut_code(标准合约代码，如白银AG、AP鲜苹果等)；list_date(上市开始日期(格式YYYYMMDD，从某日开始以来所有合约）),list_date,tushare_docs,135,https://tushare.pro/document/2?doc_id=135,True,date,"官网输入参数含日期字段 list_date；参数=exchange, fut_type, fut_code, list_date；按单日期回补",2026-04-26,success,Skipped historical backfill for non-historical interface,Skipped historical backfill for non-historical interface,按日期逐次回补；吞吐受日期跨度和接口配额影响,"官网输入参数含日期字段 list_date；参数=exchange, fut_type, fut_code, list_date；按单日期回补",TushareCatalogInterface
tushare,期货数据,行情数据,fut_daily,期货日线行情,1,320,0,0,0,True,range,"trade_date, ts_code, exchange, start_date, end_date",trade_date(交易日期(YYYYMMDD格式，下同))；ts_code(合约代码)；exchange(交易所代码)；start_date(开始日期)；end_date(结束日期),"trade_date, start_date, end_date",tushare_docs,138,https://tushare.pro/document/2?doc_id=138,True,range,"官网输入参数含 start_date/end_date；参数=trade_date, ts_code, exchange, start_date, end_date；按区间回补",2026-04-30,success,,,按区间回补；单次任务扫描窗口较长，吞吐受窗口跨度和配额影响,"官网输入参数含 start_date/end_date；参数=trade_date, ts_code, exchange, start_date, end_date；按区间回补",TushareCatalogInterface
tushare,期货数据,持仓数据,fut_holding,每日成交持仓排名,1,320,0,0,0,True,range,"trade_date, symbol, start_date, end_date, exchange",trade_date(交易日期 （trade_date/symbol至少输入一个参数）)；symbol(合约或产品代码)；start_date(开始日期(YYYYMMDD格式，下同))；end_date(结束日期)；exchange(交易所代码),"trade_date, start_date, end_date",tushare_docs,139,https://tushare.pro/document/2?doc_id=139,True,range,"官网输入参数含 start_date/end_date；参数=trade_date, symbol, start_date, end_date, exchange；按区间回补",2026-04-30,success,,,按区间回补；单次任务扫描窗口较长，吞吐受窗口跨度和配额影响,"官网输入参数含 start_date/end_date；参数=trade_date, symbol, start_date, end_date, exchange；按区间回补",TushareCatalogInterface
tushare,期货数据,关联合约,fut_mapping,合约交叉引用,1,322,0,0,0,True,range,"ts_code, trade_date, start_date, end_date",ts_code(合约代码)；trade_date(交易日期(YYYYMMDD格式，下同))；start_date(开始日期)；end_date(结束日期),"trade_date, start_date, end_date",tushare_docs,189,https://tushare.pro/document/2?doc_id=189,True,code,官网输入参数不含日期字段；参数=ts_code；按代码维度回补/同步,2026-04-26,success,Skipped historical backfill for non-historical interface,Skipped historical backfill for non-historical interface,按区间回补；单次任务扫描窗口较长，吞吐受窗口跨度和配额影响,"官网输入参数含 start_date/end_date；参数=ts_code, trade_date, start_date, end_date；按区间回补",TushareCatalogInterface
tushare,期货数据,结算数据,fut_settle,结算参数,1,320,0,0,0,True,range,"trade_date, ts_code, start_date, end_date, exchange",trade_date(交易日期 （trade_date/ts_code至少需要输入一个参数）)；ts_code(合约代码)；start_date(开始日期(YYYYMMDD格式，下同))；end_date(结束日期)；exchange(交易所代码),"trade_date, start_date, end_date",tushare_docs,141,https://tushare.pro/document/2?doc_id=141,True,date,官网输入参数含日期字段 trade_date；参数=trade_date；按单日期回补,2026-03-03,success,,,按区间回补；单次任务扫描窗口较长，吞吐受窗口跨度和配额影响,"官网输入参数含 start_date/end_date；参数=trade_date, ts_code, start_date, end_date, exchange；按区间回补",TushareCatalogInterface
tushare,期货数据,期货主要品种交易周报,fut_weekly_detail,期货主要品种交易周报,1,322,0,0,0,True,other,"week, prd, start_week, end_week, exchange, fields","week(周期（每年第几周，e.g. 202001 表示2020第1周）)；prd(期货品种（支持多品种输入，逗号分隔）)；start_week(开始周期)；end_week(结束周期)；exchange(交易所（请参考交易所说明）)；fields(提取的字段，e.g. fields='prd,name,vol')",,tushare_docs,216,https://tushare.pro/document/2?doc_id=216,True,code,官网输入参数不含日期字段；参数=ts_code；按代码维度回补/同步,2026-04-26,success,Skipped historical backfill for non-historical interface,Skipped historical backfill for non-historical interface,接口不提供标准代码/日期回补轴；通常需要额外条件或一次性同步策略,"官网输入参数不提供代码或日期回补轴；参数=week, prd, start_week, end_week, exchange, fields；归类为其他回补方式",TushareCatalogInterface
tushare,期货数据,期货周/月线行情(每日更新),fut_weekly_monthly,期货周/月线行情(每日更新),1,322,0,317,0,True,range,"ts_code, trade_date, start_date, end_date, freq, exchange",ts_code(TS代码)；trade_date(交易日期)；start_date(开始交易日期)；end_date(结束交易日期)；freq(频率week周，month月)；exchange(交易所),"trade_date, start_date, end_date",tushare_docs,337,https://tushare.pro/document/2?doc_id=337,True,code,官网输入参数不含日期字段；参数=ts_code；按代码维度回补/同步,2026-04-30,partial,Permission or parameter error — interface unavailable,Permission or parameter error — interface unavailable,按区间回补；单次任务扫描窗口较长，吞吐受窗口跨度和配额影响,"官网输入参数含 start_date/end_date；参数=ts_code, trade_date, start_date, end_date, freq, exchange；按区间回补",TushareCatalogInterface
tushare,期货数据,仓单数据,fut_wsr,仓单日报,1,320,0,0,0,True,range,"trade_date, symbol, start_date, end_date, exchange",trade_date(交易日期)；symbol(产品代码)；start_date(开始日期(YYYYMMDD格式，下同))；end_date(结束日期)；exchange(交易所代码),"trade_date, start_date, end_date",tushare_docs,140,https://tushare.pro/document/2?doc_id=140,True,range,"官网输入参数含 start_date/end_date；参数=trade_date, symbol, start_date, end_date, exchange；按区间回补",2026-04-30,success,,,按区间回补；单次任务扫描窗口较长，吞吐受窗口跨度和配额影响,"官网输入参数含 start_date/end_date；参数=trade_date, symbol, start_date, end_date, exchange；按区间回补",TushareCatalogInterface
tushare,外汇数据,外汇行情,fx_daily,外汇日线行情,1,320,10,0,0,True,range,"ts_code, trade_date, start_date, end_date, exchange",ts_code(TS代码)；trade_date(交易日期（GMT，日期是格林尼治时间，比北京时间晚一天）)；start_date(开始日期（GMT）)；end_date(结束日期（GMT）)；exchange(交易商，目前只有FXCM),"trade_date, start_date, end_date",tushare_docs,179,https://tushare.pro/document/2?doc_id=179,True,range,"官网输入参数含 start_date/end_date；参数=ts_code, trade_date, start_date, end_date, exchange；按区间回补",2026-04-03,pending,No rows synced for trading day; scheduled for retry,No rows synced for trading day; scheduled for retry,按区间回补；单次任务扫描窗口较长，吞吐受窗口跨度和配额影响,"官网输入参数含 start_date/end_date；参数=ts_code, trade_date, start_date, end_date, exchange；按区间回补",TushareCatalogInterface
tushare,外汇数据,外汇基础,fx_obasic,外汇基础信息,1,322,0,0,0,True,code,"exchange, classify, ts_code",exchange(交易商)；classify(分类)；ts_code(TS代码),,tushare_docs,178,https://tushare.pro/document/2?doc_id=178,True,code,"官网输入参数不含日期字段；参数=exchange, classify, ts_code；按代码维度回补/同步",2026-04-26,success,Skipped historical backfill for non-historical interface,Skipped historical backfill for non-historical interface,按代码逐个回补/同步；吞吐受标的数量和接口配额影响,"官网输入参数不要求日期字段；参数=exchange, classify, ts_code；按代码维度回补/同步",TushareCatalogInterface
tushare,股票数据,行情数据,ggt_daily,港股通每日成交统计,1,322,0,0,0,True,range,"trade_date, start_date, end_date",trade_date(交易日期 （格式YYYYMMDD，下同。支持单日和多日输入）)；start_date(开始日期)；end_date(结束日期),"trade_date, start_date, end_date",tushare_docs,196,https://tushare.pro/document/2?doc_id=196,True,code,官网输入参数不含日期字段；参数=ts_code；按代码维度回补/同步,2026-04-26,success,Skipped historical backfill for non-historical interface,Skipped historical backfill for non-historical interface,按区间回补；单次任务扫描窗口较长，吞吐受窗口跨度和配额影响,"官网输入参数含 start_date/end_date；参数=trade_date, start_date, end_date；按区间回补",TushareCatalogInterface
tushare,股票数据,行情数据,ggt_monthly,港股通每月成交统计,1,322,0,0,0,True,other,"month, start_month, end_month",month(月度（格式YYYYMM，下同，支持多个输入）)；start_month(开始月度)；end_month(结束月度),,tushare_docs,197,https://tushare.pro/document/2?doc_id=197,True,code,"官网输入参数不含日期字段；参数=month, start_month, end_month；按代码维度回补/同步",2026-04-26,success,Skipped historical backfill for non-historical interface,Skipped historical backfill for non-historical interface,接口不提供标准代码/日期回补轴；通常需要额外条件或一次性同步策略,"官网输入参数不提供代码或日期回补轴；参数=month, start_month, end_month；归类为其他回补方式",TushareCatalogInterface
tushare,股票数据,行情数据,ggt_top10,港股通十大成交股,1,322,0,297,0,True,range,"ts_code, trade_date, start_date, end_date, market_type",ts_code(股票代码（二选一）)；trade_date(交易日期（二选一）)；start_date(开始日期)；end_date(结束日期)；market_type(市场类型 2：港股通（沪） 4：港股通（深）),"trade_date, start_date, end_date",tushare_docs,49,https://tushare.pro/document/2?doc_id=49,True,range,"官网输入参数含 start_date/end_date；参数=ts_code, trade_date, start_date, end_date, market_type；按区间回补",2026-04-20,partial,参数校验失败,参数校验失败,按区间回补；单次任务扫描窗口较长，吞吐受窗口跨度和配额影响,"官网输入参数含 start_date/end_date；参数=ts_code, trade_date, start_date, end_date, market_type；按区间回补",_OneShotDateCatalogInterface
tushare,宏观经济,国内宏观,gz_index,广州民间借贷利率,1,322,0,0,0,True,range,"date, start_date, end_date",date(日期)；start_date(开始日期)；end_date(结束日期),"date, start_date, end_date",tushare_docs,174,https://tushare.pro/document/2?doc_id=174,True,range,"官网输入参数含 start_date/end_date；参数=date, start_date, end_date；按区间回补",2026-04-26,success,Skipped historical backfill for non-historical interface,Skipped historical backfill for non-historical interface,按区间回补；单次任务扫描窗口较长，吞吐受窗口跨度和配额影响,"官网输入参数含 start_date/end_date；参数=date, start_date, end_date；按区间回补",TushareCatalogInterface
tushare,宏观经济,国内宏观,hibor,Hibor利率,1,322,0,0,0,True,range,"date, start_date, end_date",date(日期 (日期输入格式：YYYYMMDD，下同))；start_date(开始日期)；end_date(结束日期),"date, start_date, end_date",tushare_docs,153,https://tushare.pro/document/2?doc_id=153,True,range,"官网输入参数含 start_date/end_date；参数=start_date, end_date；按区间回补",2026-04-26,success,Skipped historical backfill for non-historical interface,Skipped historical backfill for non-historical interface,按区间回补；单次任务扫描窗口较长，吞吐受窗口跨度和配额影响,"官网输入参数含 start_date/end_date；参数=date, start_date, end_date；按区间回补",TushareCatalogInterface
tushare,港股数据,港股复权因子,hk_adjfactor,港股复权因子,0,0,0,0,0,True,range,"ts_code, trade_date, start_date, end_date",ts_code(股票代码)；trade_date(交易日期（格式：YYYYMMDD，下同）)；start_date(开始日期)；end_date(结束日期),"trade_date, start_date, end_date",tushare_docs,401,https://tushare.pro/document/2?doc_id=401,True,range,"官网输入参数含 start_date/end_date；参数=ts_code, trade_date, start_date, end_date；按区间回补",,,,,按区间回补；单次任务扫描窗口较长，吞吐受窗口跨度和配额影响,"官网输入参数含 start_date/end_date；参数=ts_code, trade_date, start_date, end_date；按区间回补",TushareCatalogInterface
tushare,港股数据,港股资产负债表,hk_balancesheet,港股资产负债表,0,0,0,0,0,True,range,"ts_code, period, ind_name, start_date, end_date",ts_code(股票代码)；period(报告期(格式：YYYYMMDD）)；ind_name(指标名（如：应收帐款）)；start_date(报告期开始日期（格式：YYYYMMDD）)；end_date(报告结束始日期（格式：YYYYMMDD）),"start_date, end_date",tushare_docs,390,https://tushare.pro/document/2?doc_id=390,True,range,"官网输入参数含 start_date/end_date；参数=ts_code, period, ind_name, start_date, end_date；按区间回补",,,,,按区间回补；单次任务扫描窗口较长，吞吐受窗口跨度和配额影响,"官网输入参数含 start_date/end_date；参数=ts_code, period, ind_name, start_date, end_date；按区间回补",TushareCatalogInterface
tushare,港股数据,港股基础,hk_basic,港股列表,1,322,0,0,0,True,code,"ts_code, list_status",ts_code(TS代码)；list_status(上市状态 L上市 D退市 P暂停上市 ，默认L),,tushare_docs,191,https://tushare.pro/document/2?doc_id=191,True,code,官网输入参数不含日期字段；参数=ts_code；按代码维度回补/同步,2026-04-26,success,Skipped historical backfill for non-historical interface,Skipped historical backfill for non-historical interface,按代码逐个回补/同步；吞吐受标的数量和接口配额影响,"官网输入参数不要求日期字段；参数=ts_code, list_status；按代码维度回补/同步",TushareCatalogInterface
tushare,港股数据,港股现金流量表,hk_cashflow,港股现金流量表,0,0,0,0,0,True,range,"ts_code, period, ind_name, start_date, end_date",ts_code(股票代码)；period(报告期(格式：YYYYMMDD）)；ind_name(指标名（如：新增贷款）)；start_date(报告期开始日期（格式：YYYYMMDD）)；end_date(报告结束始日期（格式：YYYYMMDD）),"start_date, end_date",tushare_docs,391,https://tushare.pro/document/2?doc_id=391,True,range,"官网输入参数含 start_date/end_date；参数=ts_code, period, ind_name, start_date, end_date；按区间回补",,,,,按区间回补；单次任务扫描窗口较长，吞吐受窗口跨度和配额影响,"官网输入参数含 start_date/end_date；参数=ts_code, period, ind_name, start_date, end_date；按区间回补",TushareCatalogInterface
tushare,港股数据,港股行情,hk_daily,港股日线,0,0,0,0,0,True,range,"ts_code, trade_date, start_date, end_date",ts_code(股票代码)；trade_date(交易日期)；start_date(开始日期)；end_date(结束日期),"trade_date, start_date, end_date",tushare_docs,192,https://tushare.pro/document/2?doc_id=192,True,date,官网输入参数含日期字段 trade_date；参数=trade_date；按单日期回补,,,,,按区间回补；单次任务扫描窗口较长，吞吐受窗口跨度和配额影响,"官网输入参数含 start_date/end_date；参数=ts_code, trade_date, start_date, end_date；按区间回补",TushareCatalogInterface
tushare,港股数据,港股复权行情,hk_daily_adj,港股复权行情,1,322,308,0,0,True,range,"ts_code, trade_date, start_date, end_date",ts_code(股票代码（e.g. 00001.HK）)；trade_date(交易日期（YYYYMMDD）)；start_date(开始日期（YYYYMMDD）)；end_date(结束日期（YYYYMMDD）),"trade_date, start_date, end_date",tushare_docs,339,https://tushare.pro/document/2?doc_id=339,True,range,"官网输入参数含 start_date/end_date；参数=ts_code, trade_date, start_date, end_date；按区间回补",2026-04-16,pending,抱歉，您访问接口(hk_daily_adj)频率超限(2次/天)，具体频次详情：https://tushare.pro/document/1?doc_id=108。,抱歉，您访问接口(hk_daily_adj)频率超限(2次/天)，具体频次详情：https://tushare.pro/document/1?doc_id=108。,按区间回补；单次任务扫描窗口较长，吞吐受窗口跨度和配额影响,"官网输入参数含 start_date/end_date；参数=ts_code, trade_date, start_date, end_date；按区间回补",TushareCatalogInterface
tushare,港股数据,港股财务指标数据,hk_fina_indicator,港股财务指标数据,0,0,0,0,0,True,range,"ts_code, period, report_type, start_date, end_date",ts_code(股票代码)；period(报告期(格式：YYYYMMDD）)；report_type(报告期类型（Q1一季报Q2半年报Q3三季报Q4年报）)；start_date(报告期开始日期(格式：YYYYMMDD）)；end_date(报告结束日期(格式：YYYYMMDD）),"start_date, end_date",tushare_docs,388,https://tushare.pro/document/2?doc_id=388,True,range,"官网输入参数含 start_date/end_date；参数=ts_code, period, report_type, start_date, end_date；按区间回补",,,,,按区间回补；单次任务扫描窗口较长，吞吐受窗口跨度和配额影响,"官网输入参数含 start_date/end_date；参数=ts_code, period, report_type, start_date, end_date；按区间回补",TushareCatalogInterface
tushare,港股数据,港股资金,hk_hold,港股通,1,322,0,0,0,True,range,"code, ts_code, trade_date, start_date, end_date, exchange",code(交易所代码)；ts_code(TS股票代码)；trade_date(交易日期)；start_date(开始日期)；end_date(结束日期)；exchange(类型：SH沪股通（北向）SZ深股通（北向）HK港股通（南向持股）),"trade_date, start_date, end_date",tushare_docs,188,https://tushare.pro/document/2?doc_id=188,True,code,官网输入参数不含日期字段；参数=ts_code；按代码维度回补/同步,2026-04-26,success,Skipped historical backfill for non-historical interface,Skipped historical backfill for non-historical interface,按区间回补；单次任务扫描窗口较长，吞吐受窗口跨度和配额影响,"官网输入参数含 start_date/end_date；参数=code, ts_code, trade_date, start_date, end_date, exchange；按区间回补",TushareCatalogInterface
tushare,港股数据,港股利润表,hk_income,港股利润表,0,0,0,0,0,True,range,"ts_code, period, ind_name, start_date, end_date",ts_code(股票代码)；period(报告期(格式：YYYYMMDD）)；ind_name(指标名（如：营业额）)；start_date(报告期开始日期（格式：YYYYMMDD）)；end_date(报告结束始日期（格式：YYYYMMDD）),"start_date, end_date",tushare_docs,389,https://tushare.pro/document/2?doc_id=389,True,range,"官网输入参数含 start_date/end_date；参数=ts_code, start_date, end_date, trade_date；按区间回补",,,,,按区间回补；单次任务扫描窗口较长，吞吐受窗口跨度和配额影响,"官网输入参数含 start_date/end_date；参数=ts_code, period, ind_name, start_date, end_date；按区间回补",TushareCatalogInterface
